Time (s),Fluorescence Intensity (a.u.),Frequency (KHz)
120.49184131622314,2.626224279835391,2855000
120.71520781517029,2.628400205761317,2855100
120.93807935714722,2.6282536008230455,2855200
121.1588807106018,2.62734375,2855300
121.38339567184448,2.6286548353909467,2855400
121.61935544013977,2.627133487654321,2855500
121.82545375823975,2.6272408693415636,2855600
122.04821062088013,2.627407407407407,2855700
122.27134156227112,2.628872170781893,2855800
122.49110317230225,2.6284445730452677,2855900
122.71605968475342,2.626639017489712,2856000
122.93839907646179,2.626925797325103,2856100
123.15980529785156,2.628113425925926,2856200
123.38191628456116,2.6270756172839507,2856300
123.60359120368958,2.6271212705761315,2856400
123.82491397857666,2.6279359567901235,2856500
124.04796123504639,2.6282748199588477,2856600
124.27116870880127,2.6279218106995885,2856700
124.49086451530457,2.628020190329218,2856800
124.71497201919556,2.627692901234568,2856900
124.93784093856812,2.6269129372427984,2857000
125.176278591156,2.6268595679012345,2857100
125.38108849525452,2.6269212962962962,2857200
125.60305833816528,2.6275752314814813,2857300
125.8255410194397,2.6263625257201646,2857400
126.04863834381104,2.6270801183127572,2857500
126.27144241333008,2.627528935185185,2857600
126.49026131629944,2.626951517489712,2857700
126.71461272239685,2.6259477880658437,2857800
126.93732285499573,2.625050154320988,2857900
127.15848350524902,2.6280208333333333,2858000
127.38243770599365,2.6258050411522635,2858100
127.60318374633789,2.6269875257201645,2858200
127.82440853118896,2.6265354938271606,2858300
128.04901599884033,2.6273765432098766,2858400
128.27047157287598,2.627204218106996,2858500
128.49021863937378,2.6243647119341564,2858600
128.72257924079895,2.6265637860082305,2858700
128.93817043304443,2.62448816872428,2858800
129.15828609466553,2.6258082561728395,2858900
129.3814024925232,2.6253227880658434,2859000
129.60481238365173,2.6265817901234567,2859100
129.8244867324829,2.625449459876543,2859200
130.04921579360962,2.625449459876543,2859300
130.2701075077057,2.6254140946502056,2859400
130.48981881141663,2.624616769547325,2859500
130.71300387382507,2.625602494855967,2859600
130.9365062713623,2.6257651748971194,2859700
131.15795493125916,2.6259645061728394,2859800
131.38002276420593,2.628291538065844,2859900
131.60191559791565,2.6261856995884774,2860000
131.82395696640015,2.625452674897119,2860100
132.06012535095215,2.624732510288066,2860200
132.26988768577576,2.624891975308642,2860300
132.50641012191772,2.6251768261316872,2860400
132.71607494354248,2.6262024176954735,2860500
132.93616318702698,2.6253716563786007,2860600
133.1579020023346,2.6254070216049383,2860700
133.38093280792236,2.6271547067901233,2860800
133.60157585144043,2.62816808127572,2860900
133.82576894760132,2.626710390946502,2861000
134.0460798740387,2.626480195473251,2861100
134.26916646957397,2.6260018004115224,2861200
134.49062061309814,2.626929012345679,2861300
134.71281266212463,2.626346450617284,2861400
134.9353632926941,2.627576517489712,2861500
135.15774583816528,2.6275347222222223,2861600
135.37907934188843,2.627197145061728,2861700
135.60080742835999,2.6285834619341566,2861800
135.8241240978241,2.6262995113168723,2861900
136.04874444007874,2.6309850823045267,2862000
136.26823377609253,2.6275990226337447,2862100
136.48836278915405,2.628798225308642,2862200
136.71199297904968,2.6290689300411523,2862300
136.93581581115723,2.62931841563786,2862400
137.1565773487091,2.630295138888889,2862500
137.37814807891846,2.630139531893004,2862600
137.60042691230774,2.6290213477366255,2862700
137.82413148880005,2.630624356995885,2862800
138.04582738876343,2.629895190329218,2862900
138.26749062538147,2.628602109053498,2863000
138.4904465675354,2.62974537037037,2863100
138.71151185035706,2.629608410493827,2863200
138.9491741657257,2.630442386831276,2863300
139.15702295303345,2.629753086419753,2863400
139.37985610961914,2.629738940329218,2863500
139.60026574134827,2.629414223251029,2863600
139.82373690605164,2.627259516460905,2863700
140.04575657844543,2.6279365997942388,2863800
140.26817798614502,2.6278703703703705,2863900
140.48957133293152,2.629221322016461,2864000
140.71130204200745,2.6294026491769547,2864100
140.9333622455597,2.6285210905349796,2864200
141.155419588089,2.62960133744856,2864300
141.37786960601807,2.6281063528806583,2864400
141.59858560562134,2.6270608281893004,2864500
141.82186198234558,2.627667824074074,2864600
142.04342913627625,2.6275302211934157,2864700
142.266263961792,2.628469650205761,2864800
142.5096616744995,2.626452546296296,2864900
142.73279762268066,2.6249048353909465,2865000
142.93685817718506,2.626267361111111,2865100
143.1706976890564,2.624493955761317,2865200
143.3856439590454,2.6251208847736627,2865300
143.60594296455383,2.6254320987654323,2865400
143.82480120658875,2.6254102366255143,2865500
144.04851746559143,2.6264705504115224,2865600
144.2660071849823,2.626102752057613,2865700
144.48938417434692,2.6241467335390944,2865800
144.7105827331543,2.6238496656378603,2865900
144.93573546409607,2.6262030606995883,2866000
145.1571490764618,2.6249961419753087,2866100
145.37703371047974,2.6256783693415637,2866200
145.5984799861908,2.625716306584362,2866300
145.83456230163574,2.624193029835391,2866400
146.04263639450073,2.624619341563786,2866500
146.26620602607727,2.624483024691358,2866600
146.48954844474792,2.6255697016460906,2866700
146.71119666099548,2.625801826131687,2866800
146.93261313438416,2.627638888888889,2866900
147.15611290931702,2.6249884259259257,2867000
147.3773102760315,2.6238425925925926,2867100
147.59971976280212,2.625632716049383,2867200
147.82210206985474,2.6251150977366255,2867300
