Timestamp,Fluorescence Intensity (a.u.)
2024-06-20 13:28:06,2.6347337962962962
2024-06-20 13:28:07,2.6336349022633745
2024-06-20 13:28:07,2.634202031893004
2024-06-20 13:28:07,2.633594393004115
2024-06-20 13:28:07,2.635934927983539
2024-06-20 13:28:07,2.634920267489712
2024-06-20 13:28:07,2.635738811728395
2024-06-20 13:28:08,2.63416216563786
2024-06-20 13:28:08,2.635162680041152
2024-06-20 13:28:08,2.636068029835391
2024-06-20 13:28:08,2.6338143004115224
2024-06-20 13:28:08,2.6340676440329216
2024-06-20 13:28:08,2.634164737654321
2024-06-20 13:28:09,2.6357124485596706
2024-06-20 13:28:09,2.6370904063786007
2024-06-20 13:28:09,2.6350662294238685
2024-06-20 13:28:09,2.6363702417695474
2024-06-20 13:28:09,2.6365007716049385
2024-06-20 13:28:09,2.634818029835391
2024-06-20 13:28:10,2.634906764403292
2024-06-20 13:28:10,2.6351144547325105
2024-06-20 13:28:10,2.634349279835391
2024-06-20 13:28:10,2.636900077160494
2024-06-20 13:28:10,2.638641332304527
2024-06-20 13:28:11,2.637199717078189
2024-06-20 13:28:11,2.6352488425925924
2024-06-20 13:28:11,2.63671875
2024-06-20 13:28:11,2.636417824074074
2024-06-20 13:28:11,2.635866769547325
2024-06-20 13:28:11,2.636401105967078
2024-06-20 13:28:12,2.635045010288066
2024-06-20 13:28:12,2.635419881687243
2024-06-20 13:28:12,2.6373623971193414
2024-06-20 13:28:12,2.636823559670782
2024-06-20 13:28:12,2.6356777263374487
2024-06-20 13:28:12,2.6354185956790124
2024-06-20 13:28:13,2.635707304526749
2024-06-20 13:28:13,2.63524112654321
2024-06-20 13:28:13,2.636963091563786
2024-06-20 13:28:13,2.6364679783950615
2024-06-20 13:28:13,2.6381700102880656
2024-06-20 13:28:14,2.635376800411523
2024-06-20 13:28:14,2.6349678497942386
2024-06-20 13:28:14,2.6357928240740742
2024-06-20 13:28:14,2.6364242541152265
2024-06-20 13:28:14,2.6361811985596706
2024-06-20 13:28:14,2.636168338477366
2024-06-20 13:28:15,2.6327224794238684
2024-06-20 13:28:15,2.6353131430041152
2024-06-20 13:28:15,2.635300282921811
2024-06-20 13:28:15,2.636789480452675
2024-06-20 13:28:15,2.635005787037037
2024-06-20 13:28:16,2.634440586419753
2024-06-20 13:28:16,2.6369585905349795
2024-06-20 13:28:16,2.638643261316872
2024-06-20 13:28:16,2.6351150977366253
2024-06-20 13:28:16,2.6353973765432097
2024-06-20 13:28:16,2.6360673868312756
2024-06-20 13:28:17,2.636070601851852
2024-06-20 13:28:17,2.6366017232510286
2024-06-20 13:28:17,2.6358256172839507
2024-06-20 13:28:17,2.6373906893004113
2024-06-20 13:28:17,2.63602366255144
2024-06-20 13:28:17,2.63778420781893
2024-06-20 13:28:18,2.635371656378601
2024-06-20 13:28:18,2.6359227109053496
2024-06-20 13:28:18,2.636672453703704
2024-06-20 13:28:18,2.637479423868313
2024-06-20 13:28:18,2.634832175925926
2024-06-20 13:28:18,2.6332317386831274
2024-06-20 13:28:19,2.6356841563786007
2024-06-20 13:28:19,2.6380664866255144
2024-06-20 13:28:19,2.6368164866255146
2024-06-20 13:28:19,2.636698816872428
2024-06-20 13:28:19,2.6347061471193416
2024-06-20 13:28:19,2.637332175925926
2024-06-20 13:28:20,2.637107124485597
2024-06-20 13:28:20,2.638090920781893
2024-06-20 13:28:20,2.6349749228395063
2024-06-20 13:28:20,2.6368885030864195
2024-06-20 13:28:20,2.637255658436214
2024-06-20 13:28:20,2.636380529835391
2024-06-20 13:28:21,2.635704732510288
2024-06-20 13:28:21,2.636875643004115
2024-06-20 13:28:21,2.6355330504115226
2024-06-20 13:28:21,2.6338335905349792
2024-06-20 13:28:21,2.636786908436214
2024-06-20 13:28:22,2.6357323816872427
2024-06-20 13:28:22,2.635167181069959
2024-06-20 13:28:22,2.635
2024-06-20 13:28:22,2.636417181069959
2024-06-20 13:28:22,2.636431970164609
2024-06-20 13:28:22,2.6372292952674896
2024-06-20 13:28:23,2.6363843878600823
2024-06-20 13:28:23,2.634142232510288
2024-06-20 13:28:23,2.638002186213992
2024-06-20 13:28:23,2.6357889660493825
2024-06-20 13:28:23,2.635605066872428
2024-06-20 13:28:24,2.6350662294238685
2024-06-20 13:28:24,2.6364293981481484
2024-06-20 13:28:24,2.634429012345679
2024-06-20 13:28:24,2.6353825874485595
2024-06-20 13:28:24,2.635848765432099
2024-06-20 13:28:24,2.635155606995885
2024-06-20 13:28:25,2.6364056069958846
2024-06-20 13:28:25,2.634580118312757
2024-06-20 13:28:25,2.635993441358025
2024-06-20 13:28:25,2.6355632716049384
2024-06-20 13:28:25,2.6359979423868314
2024-06-20 13:28:26,2.635769675925926
2024-06-20 13:28:26,2.6382973251028807
2024-06-20 13:28:26,2.6371257716049383
2024-06-20 13:28:26,2.638483153292181
2024-06-20 13:28:26,2.634384002057613
2024-06-20 13:28:26,2.6339557613168725
2024-06-20 13:28:27,2.6369386574074074
2024-06-20 13:28:27,2.637917952674897
2024-06-20 13:28:27,2.6375019290123456
2024-06-20 13:28:27,2.6356770833333334
2024-06-20 13:28:27,2.6382291666666666
2024-06-20 13:28:28,2.6366004372427985
2024-06-20 13:28:28,2.635560056584362
2024-06-20 13:28:28,2.635204475308642
2024-06-20 13:28:28,2.636579861111111
2024-06-20 13:28:28,2.6374646347736626
2024-06-20 13:28:28,2.6373141718106994
2024-06-20 13:28:29,2.6337262088477367
2024-06-20 13:28:29,2.6358680555555556
2024-06-20 13:28:29,2.6374196244855965
2024-06-20 13:28:29,2.635637217078189
2024-06-20 13:28:29,2.635783822016461
2024-06-20 13:28:29,2.637320601851852
2024-06-20 13:28:30,2.6367599022633743
2024-06-20 13:28:30,2.636013374485597
2024-06-20 13:28:30,2.6375244341563784
2024-06-20 13:28:30,2.638656121399177
2024-06-20 13:28:30,2.6378870884773664
2024-06-20 13:28:31,2.634760802469136
2024-06-20 13:28:31,2.636550925925926
2024-06-20 13:28:31,2.6378221450617283
2024-06-20 13:28:31,2.6363676697530862
2024-06-20 13:28:31,2.63649112654321
2024-06-20 13:28:31,2.6388567386831276
2024-06-20 13:28:32,2.6362352109053497
2024-06-20 13:28:32,2.634650205761317
2024-06-20 13:28:32,2.6371463477366257
2024-06-20 13:28:32,2.635648148148148
2024-06-20 13:28:32,2.6369476594650205
2024-06-20 13:28:33,2.6378510802469135
2024-06-20 13:28:33,2.6347010030864197
2024-06-20 13:28:33,2.635650077160494
