Time (s),Fluorescence Intensity (a.u.),Frequency (KHz)
0.0010046958923339844,2.6236432613168725,2801000
0.4247612953186035,2.626384387860082,2801100
0.6068365573883057,2.6241467335390944,2801200
0.7755897045135498,2.6249819958847738,2801300
0.9389123916625977,2.6251896862139916,2801400
1.1097016334533691,2.6252803497942385,2801500
1.2695565223693848,2.625712448559671,2801600
1.4375085830688477,2.6266583076131687,2801700
1.6070969104766846,2.6258937757201646,2801800
1.773047685623169,2.624974279835391,2801900
1.9362952709197998,2.626053240740741,2802000
2.126079797744751,2.6255375514403294,2802100
2.269777774810791,2.6232291666666665,2802200
2.4368698596954346,2.6237120627572015,2802300
2.6055755615234375,2.6245923353909464,2802400
2.7716145515441895,2.622826646090535,2802500
2.9399893283843994,2.624719007201646,2802600
3.106729030609131,2.6255606995884775,2802700
3.2762818336486816,2.62527070473251,2802800
3.442228078842163,2.626301440329218,2802900
3.606860637664795,2.6244251543209876,2803000
3.77577805519104,2.626962448559671,2803100
3.936494827270508,2.6253227880658434,2803200
4.101852178573608,2.6259522890946503,2803300
4.276149034500122,2.6261349022633746,2803400
4.478327751159668,2.6249164094650204,2803500
4.690647602081299,2.62576774691358,2803600
4.914334535598755,2.625288708847737,2803700
5.137347459793091,2.6262114197530866,2803800
5.354567050933838,2.625465534979424,2803900
5.577334880828857,2.6244393004115225,2804000
5.800689220428467,2.624969135802469,2804100
6.020507335662842,2.6251003086419753,2804200
6.244524002075195,2.6242804783950615,2804300
6.465518474578857,2.6261914866255145,2804400
6.686957359313965,2.625124742798354,2804500
6.908879518508911,2.6247511574074074,2804600
7.133228778839111,2.6259387860082306,2804700
7.352504730224609,2.6256918724279834,2804800
7.575700521469116,2.6240014146090536,2804900
7.80188250541687,2.626295010288066,2805000
8.020575523376465,2.623201517489712,2805100
8.242075681686401,2.62619212962963,2805200
8.464815855026245,2.6238368055555554,2805300
8.685301780700684,2.6264371141975307,2805400
8.910291194915771,2.6267399691358024,2805500
9.128859519958496,2.624699074074074,2805600
9.352411031723022,2.6242650462962964,2805700
9.573041915893555,2.6259477880658437,2805800
9.798873662948608,2.624164737654321,2805900
10.018333435058594,2.6249305555555558,2806000
10.241414070129395,2.624180169753086,2806100
10.46418285369873,2.6257992541152264,2806200
10.684981346130371,2.625522762345679,2806300
10.908081293106079,2.6249447016460907,2806400
11.1332528591156,2.626539351851852,2806500
11.352706670761108,2.626028806584362,2806600
11.574038982391357,2.6243704989711936,2806700
11.79790472984314,2.6258886316872427,2806800
12.019034624099731,2.624794881687243,2806900
12.2417893409729,2.6266087962962965,2807000
12.464803457260132,2.6248482510288067,2807100
12.685626029968262,2.627083333333333,2807200
12.910616874694824,2.625520190329218,2807300
13.131184577941895,2.6271887860082304,2807400
13.370926141738892,2.625760673868313,2807500
13.5755033493042,2.6243685699588477,2807600
13.797241926193237,2.626028806584362,2807700
14.019668102264404,2.623673482510288,2807800
14.241740703582764,2.6253414351851854,2807900
14.464935779571533,2.6248032407407407,2808000
14.687271118164062,2.6248315329218106,2808100
14.908294916152954,2.6244328703703705,2808200
15.131199836730957,2.6244245113168723,2808300
15.352624654769897,2.62610853909465,2808400
15.573869228363037,2.6248392489711936,2808500
15.800642967224121,2.6236342592592594,2808600
16.019756078720093,2.6239049639917695,2808700
16.241042375564575,2.625789609053498,2808800
16.46507477760315,2.6243132716049384,2808900
16.686535596847534,2.6254050925925925,2809000
16.909305334091187,2.6257593878600822,2809100
17.132305145263672,2.6264994855967077,2809200
17.35051703453064,2.625105452674897,2809300
17.57199716567993,2.6248045267489712,2809400
17.794443607330322,2.6218479938271604,2809500
18.018218755722046,2.6245801183127573,2809600
18.24068593978882,2.626269933127572,2809700
18.46126365661621,2.6245807613168726,2809800
18.684439182281494,2.6249845679012345,2809900
18.905597925186157,2.6233140432098767,2810000
19.128910779953003,2.6270627572016463,2810100
19.35122060775757,2.6246032664609054,2810200
19.57334303855896,2.62423353909465,2810300
19.794952630996704,2.6277739197530865,2810400
20.02183437347412,2.6257709619341565,2810500
20.23916482925415,2.6243569958847734,2810600
20.46281886100769,2.627534079218107,2810700
20.684713125228882,2.6249871399176956,2810800
20.905930519104004,2.6273109567901236,2810900
21.12828779220581,2.625974794238683,2811000
21.35183310508728,2.62472929526749,2811100
21.572035312652588,2.6244322273662553,2811200
21.794442892074585,2.622786779835391,2811300
22.018869876861572,2.625295781893004,2811400
22.23921847343445,2.62399112654321,2811500
22.4626407623291,2.624784593621399,2811600
22.685205936431885,2.623329475308642,2811700
22.906578302383423,2.6251684670781894,2811800
23.1299147605896,2.6259272119341563,2811900
23.351402759552002,2.624078575102881,2812000
23.573622941970825,2.6261734825102883,2812100
23.79448103904724,2.624864326131687,2812200
24.019632816314697,2.6274672067901235,2812300
24.239177465438843,2.625835262345679,2812400
24.4626784324646,2.6255613425925928,2812500
24.685148239135742,2.625030864197531,2812600
24.90583848953247,2.6253285751028805,2812700
25.132488489151,2.624715149176955,2812800
25.35149574279785,2.6232735339506172,2812900
25.573763847351074,2.626158693415638,2813000
25.794182538986206,2.626404320987654,2813100
26.018873929977417,2.6268512088477367,2813200
26.2396457195282,2.6249337705761318,2813300
26.46126961708069,2.627772633744856,2813400
26.685336112976074,2.6261464763374485,2813500
26.905685424804688,2.625824974279835,2813600
27.128318786621094,2.6241865997942386,2813700
27.352506637573242,2.6237712191358025,2813800
27.590669631958008,2.6251948302469135,2813900
27.796850204467773,2.6273681841563787,2814000
28.018272399902344,2.6257561728395062,2814100
28.239281177520752,2.626795267489712,2814200
28.463876485824585,2.6247858796296297,2814300
28.68587827682495,2.623695344650206,2814400
28.905515909194946,2.6252372685185184,2814500
29.128873109817505,2.626568287037037,2814600
29.3524272441864,2.62659079218107,2814700
29.57280206680298,2.6247003600823047,2814800
29.795539617538452,2.625130529835391,2814900
30.01781439781189,2.625769675925926,2815000
30.23911428451538,2.62524241255144,2815100
30.461602210998535,2.626604938271605,2815200
30.687061071395874,2.6241576646090534,2815300
30.9057719707489,2.623036908436214,2815400
31.12894296646118,2.6253343621399177,2815500
31.353494882583618,2.6252038323045266,2815600
31.573338985443115,2.6242991255144035,2815700
31.797445058822632,2.6256385030864196,2815800
32.016751289367676,2.6247260802469135,2815900
32.23916006088257,2.625008359053498,2816000
32.461771965026855,2.6262654320987653,2816100
32.68525528907776,2.62613683127572,2816200
32.90544509887695,2.625873199588477,2816300
33.12820506095886,2.6241583076131687,2816400
33.35119915008545,2.6261072530864196,2816500
33.5758011341095,2.6252057613168724,2816600
33.79473567008972,2.6264480452674897,2816700
34.01793026924133,2.6279044495884776,2816800
34.23988199234009,2.6245132458847737,2816900
34.461251735687256,2.62669045781893,2817000
34.684926986694336,2.625724022633745,2817100
34.90672540664673,2.626110468106996,2817200
35.12879824638367,2.6258757716049383,2817300
35.35428285598755,2.627008744855967,2817400
35.57288575172424,2.6275835905349796,2817500
35.794068574905396,2.627063400205761,2817600
36.0161669254303,2.624107510288066,2817700
36.23803472518921,2.625344007201646,2817800
36.46047115325928,2.6242148919753086,2817900
36.6829514503479,2.6238856738683127,2818000
36.90494155883789,2.6253086419753084,2818100
37.12767481803894,2.6245325360082306,2818200
37.350621700286865,2.6263278034979423,2818300
37.5718138217926,2.6274922839506174,2818400
37.79385328292847,2.624065715020576,2818500
38.0164008140564,2.6262448559670784,2818600
38.24010729789734,2.6273939043209875,2818700
38.46074914932251,2.6274054783950618,2818800
38.68325328826904,2.625418595679012,2818900
38.90463399887085,2.6251125257201644,2819000
39.1256685256958,2.6249511316872427,2819100
39.351475954055786,2.625507973251029,2819200
39.57209634780884,2.6254128086419755,2819300
39.801530599594116,2.6296984310699587,2819400
40.01812481880188,2.6257034465020577,2819500
40.2396137714386,2.624969135802469,2819600
40.46304726600647,2.6264853395061727,2819700
40.683725118637085,2.625315715020576,2819800
40.90636444091797,2.6260365226337448,2819900
41.127065658569336,2.6271643518518517,2820000
41.349156856536865,2.6253221450617286,2820100
41.57205104827881,2.626520061728395,2820200
41.79512691497803,2.628170653292181,2820300
42.01539969444275,2.6240862911522633,2820400
42.24241805076599,2.626980452674897,2820500
42.46338629722595,2.6270537551440327,2820600
42.682339906692505,2.6264711934156377,2820700
42.90741515159607,2.6262114197530866,2820800
43.12735056877136,2.627852366255144,2820900
43.35197448730469,2.6260101594650207,2821000
43.572734117507935,2.625976723251029,2821100
43.79578924179077,2.6245981224279835,2821200
44.015629291534424,2.6255407664609054,2821300
44.23954963684082,2.626599151234568,2821400
44.46053719520569,2.6244868827160492,2821500
44.68188261985779,2.6247620884773664,2821600
44.904722690582275,2.626003086419753,2821700
