Time (s),Fluorescence Intensity (a.u.)
0.0,2.237837577160494
0.814791202545166,2.2366017232510287
0.9634175300598145,2.2380928497942385
1.1303629875183105,2.236679526748971
1.6737339496612549,2.2390078446502057
1.8199739456176758,2.235690586419753
1.9615092277526855,2.235389017489712
2.105896234512329,2.2378131430041153
2.6474416255950928,2.237242155349794
2.793095350265503,2.2378562242798354
2.936811923980713,2.2375527263374484
3.081183671951294,2.2382857510288066
3.6269519329071045,2.2370717592592593
3.770955801010132,2.2377334104938273
3.9145705699920654,2.2385101594650205
4.060054540634155,2.23603587962963
4.593728542327881,2.2376639660493827
4.761587142944336,2.2379507458847736
4.957340240478516,2.237795138888889
5.609312057495117,2.238566100823045
5.78306245803833,2.237889660493827
5.955312013626099,2.236482767489712
6.586146116256714,2.237604166666667
6.757786750793457,2.2371739969135804
6.9319908618927,2.2387667181069957
7.534178972244263,2.2374189814814813
7.7068822383880615,2.237219007201646
7.881235599517822,2.2367920524691356
8.512119054794312,2.236827417695473
8.68245005607605,2.2389930555555555
8.85482931137085,2.237400977366255
9.488222360610962,2.2370235339506173
9.659817218780518,2.2365534979423867
9.832113265991211,2.235201903292181
10.463529586791992,2.235423096707819
10.637563705444336,2.2354192386831278
10.808089971542358,2.236381172839506
11.441254377365112,2.2370833333333335
11.61433458328247,2.237499356995885
11.787205457687378,2.23845228909465
12.41790509223938,2.2371006944444445
12.590036869049072,2.2380214763374484
12.76334261894226,2.236474408436214
13.365716934204102,2.2378825874485595
13.54032826423645,2.2372678755144033
13.740263938903809,2.237135416666667
14.35731291770935,2.23853716563786
14.5428946018219,2.2363650977366256
14.715456008911133,2.2386850565843623
15.320023775100708,2.237857510288066
15.49401307106018,2.237920524691358
15.693695783615112,2.2365239197530866
16.296631574630737,2.236837705761317
16.470472812652588,2.237429269547325
16.67106866836548,2.236139403292181
17.27426505088806,2.2372119341563788
17.475122928619385,2.2365779320987653
17.67475700378418,2.2387172067901235
18.2492516040802,2.236355452674897
18.42328143119812,2.2386233281893
18.62372589111328,2.2356545781893002
19.232844829559326,2.235742026748971
19.42810606956482,2.2382593878600825
19.631219387054443,2.2360725308641975
20.175151824951172,2.2366351594650205
20.375847816467285,2.238167438271605
20.55030131340027,2.238804012345679
21.150189638137817,2.236815200617284
21.32286024093628,2.236437114197531
21.494305849075317,2.237161779835391
22.12610387802124,2.2383539094650207
22.29902958869934,2.238795653292181
22.472074270248413,2.2394476594650206
23.102454900741577,2.2371739969135804
23.271906852722168,2.2378877314814813
23.44637393951416,2.2386014660493827
24.076628923416138,2.237249228395062
24.25113582611084,2.236522633744856
24.42135000228882,2.2370473251028806
25.056041479110718,2.2369360853909463
25.22613215446472,2.236758616255144
25.400532960891724,2.236834490740741
26.031108617782593,2.2382253086419754
26.203804969787598,2.2372260802469137
26.37654995918274,2.2362326388888887
26.990418672561646,2.236745113168724
27.18032431602478,2.2360082304526747
27.353067636489868,2.2362313528806586
27.95562434196472,2.2353883744855967
28.130166053771973,2.2370093878600823
28.300832509994507,2.237169495884774
28.93195128440857,2.236529063786008
29.105538845062256,2.2386709104938274
29.278088808059692,2.2379153806584364
29.90933132171631,2.239187885802469
30.0810706615448,2.23828125
30.255894660949707,2.2371090534979423
30.885643005371094,2.236471836419753
31.05779528617859,2.2377687757201645
31.230806827545166,2.2390252057613167
31.86283302307129,2.238692772633745
32.03550887107849,2.2375405092592593
32.20722460746765,2.2371148405349794
32.83921480178833,2.238838734567901
33.01222848892212,2.23650462962963
33.184937477111816,2.237374614197531
33.788313150405884,2.2378202160493825
33.96014475822449,2.2354398148148147
34.13175868988037,2.239102366255144
34.766523599624634,2.2362737911522634
34.93798327445984,2.2388117283950617
35.109464168548584,2.238600180041152
35.74263095855713,2.238151363168724
35.914881229400635,2.238361625514403
36.08923292160034,2.23771283436214
36.71829152107239,2.2381558641975308
36.88948917388916,2.236442258230453
37.06302261352539,2.2387313528806585
37.69692063331604,2.2375353652263374
37.896453619003296,2.2385159465020577
38.06783080101013,2.236221064814815
38.67430591583252,2.2379719650205763
38.873512744903564,2.2356127829218106
39.04588603973389,2.238234953703704
39.62054252624512,2.2375745884773663
39.792957067489624,2.2384818672839506
39.96591067314148,2.237003600823045
40.59697461128235,2.238414994855967
40.769731521606445,2.2370576131687243
40.94238901138306,2.2382175925925925
41.57352089881897,2.234979423868313
41.75180149078369,2.238445859053498
41.94705033302307,2.2373341049382716
42.548521518707275,2.2374697788065845
42.72262644767761,2.2370299639917697
42.892815828323364,2.2372788065843623
43.52599501609802,2.2369528034979425
43.697978258132935,2.237156635802469
43.86861872673035,2.236725180041152
44.50327157974243,2.236851851851852
44.67352914810181,2.2362435699588477
44.84770894050598,2.237269804526749
