2024-06-17 16:09:10.264141,2801500,4.241527841e-08
2024-06-17 16:09:10.453262,2801600,4.241434654e-08
2024-06-17 16:09:10.652857,2801700,4.239754112e-08
2024-06-17 16:09:10.854883,2801800,4.241247993e-08
2024-06-17 16:09:11.064338,2801900,4.2417142169999996e-08
2024-06-17 16:09:11.270090,2802000,4.2405008919999996e-08
2024-06-17 16:09:11.465366,2802100,4.241901514e-08
2024-06-17 16:09:11.670092,2802200,4.2397536500000006e-08
2024-06-17 16:09:11.872280,2802300,4.243768536e-08
2024-06-17 16:09:12.075088,2802400,4.2393807220000003e-08
2024-06-17 16:09:12.288292,2802500,4.23975397e-08
2024-06-17 16:09:12.489701,2802600,4.241621419e-08
2024-06-17 16:09:12.687766,2802700,4.24012736e-08
2024-06-17 16:09:12.892783,2802800,4.240501037e-08
2024-06-17 16:09:13.097846,2802900,4.240781344e-08
2024-06-17 16:09:13.299687,2803000,4.238727484e-08
2024-06-17 16:09:13.515972,2803100,4.243488193e-08
2024-06-17 16:09:13.732908,2803200,4.240594471e-08
2024-06-17 16:09:13.936771,2803300,4.2415277679999994e-08
2024-06-17 16:09:14.173082,2803400,4.238727343e-08
2024-06-17 16:09:14.374815,2803500,4.242648011e-08
2024-06-17 16:09:14.578852,2803600,4.241621561e-08
2024-06-17 16:09:14.779264,2803700,4.240874460999999e-08
2024-06-17 16:09:14.995747,2803800,4.244328835999999e-08
2024-06-17 16:09:15.217789,2803900,4.242274942e-08
2024-06-17 16:09:15.420875,2804000,4.2413412870000004e-08
2024-06-17 16:09:15.637504,2804100,4.2405009630000006e-08
2024-06-17 16:09:15.841559,2804200,4.243208273e-08
2024-06-17 16:09:16.041410,2804300,4.24124771e-08
2024-06-17 16:09:16.243612,2804400,4.243115085e-08
2024-06-17 16:09:16.445059,2804500,4.2414346870000004e-08
2024-06-17 16:09:16.649201,2804600,4.2404074559999995e-08
2024-06-17 16:09:16.837100,2804700,4.240780883e-08
2024-06-17 16:09:17.042000,2804800,4.2405008220000004e-08
2024-06-17 16:09:17.241689,2804900,4.2410612269999994e-08
2024-06-17 16:09:17.445012,2805000,4.2399409140000004e-08
2024-06-17 16:09:17.632341,2805100,4.241247744e-08
2024-06-17 16:09:17.837127,2805200,4.240967541e-08
2024-06-17 16:09:18.040130,2805300,4.2432083100000004e-08
2024-06-17 16:09:18.243887,2805400,4.2396611730000004e-08
2024-06-17 16:09:18.447958,2805500,4.243114943e-08
2024-06-17 16:09:18.648724,2805600,4.241247707e-08
2024-06-17 16:09:18.852186,2805700,4.2408742109999996e-08
2024-06-17 16:09:19.066195,2805800,4.243954877e-08
2024-06-17 16:09:19.269008,2805900,4.240127891999999e-08
2024-06-17 16:09:19.471972,2806000,4.240127609e-08
2024-06-17 16:09:19.683440,2806100,4.242087997e-08
2024-06-17 16:09:19.887294,2806200,4.240408061000001e-08
2024-06-17 16:09:20.094164,2806300,4.2424612080000005e-08
2024-06-17 16:09:20.305333,2806400,4.240034138e-08
2024-06-17 16:09:20.504017,2806500,4.243021400999999e-08
2024-06-17 16:09:20.709270,2806600,4.241621135e-08
2024-06-17 16:09:20.946245,2806700,4.243208097e-08
2024-06-17 16:09:21.149917,2806800,4.239194064e-08
2024-06-17 16:09:21.354197,2806900,4.2402214019999997e-08
2024-06-17 16:09:21.552530,2807000,4.2399411269999994e-08
2024-06-17 16:09:21.746968,2807100,4.2409680739999996e-08
2024-06-17 16:09:21.957409,2807200,4.241247743e-08
2024-06-17 16:09:22.159350,2807300,4.243021472e-08
2024-06-17 16:09:22.359811,2807400,4.2412476380000006e-08
2024-06-17 16:09:22.568670,2807500,4.243301639e-08
